1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 279164.78),(2 1047016.25),(3 2307880.3),(4 4180321.3),(5 6504397.5),(6 9161399),(7 12096508),(8 15430108),(9 19111016),(10 22991222),(11 27080752),(12 31263784),(13 35735428),(14 40006424),(15 44047268),(16 48064196),(17 52280820),(18 56450236),(19 60972444),(20 65711700),(21 70583016),(22 75494536),(23 80403320),(24 85104860),(25 89426930),(26 93171490),(27 96581310),(28 99958460),(29 103438660),(30 106580670),(31 109915670),(32 113077820),(33 115995910),(34 118699140),(35 121219450),(36 123443560),(37 125405210),(38 127013630),(39 128119190),(40 129064216),(41 129882536),(42 130567576),(43 130099304),(44 129664380),(45 129096744),(46 128337250),(47 127570340),(48 126588520),(49 125590470),(50 124272830),(51 122873060),(52 121591870),(53 120207670),(54 119204350),(55 118583464),(56 117665340),(57 116768260),(58 115876904),(59 115264616),(60 114949496),(61 114727460),(62 114537280),(63 114604870),(64 115428504),(65 116314104),(66 117562264),(67 118996120),(68 120175896),(69 121247680),(70 121808616),(71 122153280),(72 122620390),(73 123300970),(74 123939450),(75 124038170),(76 123920470),(77 123243784),(78 121773950),(79 120280580),
(1 200571.67),(2 737756.4),(3 1484848.4),(4 2321188.5),(5 3152650),(6 3933063.8),(7 4707952),(8 5524523),(9 6382265.5),(10 7284424.5),(11 8248575.5),(12 9171478),(13 9970845),(14 10562176),(15 10912757),(16 11013185),(17 10936139),(18 10831309),(19 10818530),(20 10984115),(21 11349528),(22 11843720),(23 12354475),(24 12766803),(25 13004623),(26 13092996),(27 13104664),(28 13143912),(29 13297177),(30 13637693),(31 14141084),(32 14724086),(33 15280928),(34 15700220),(35 15922418),(36 15897643),(37 15637103),(38 15178287),(39 14595994),(40 13949280),(41 13334008),(42 12841720),(43 12543844),(44 12442059),(45 12465057),(46 12616846),(47 12879206),(48 13204868),(49 13510824),(50 13697035),(51 13676583),(52 13420416),(53 12918749),(54 12247839),(55 11468458),(56 10623249),(57 9814682),(58 9198098),(59 8833272),(60 8697520),(61 8760223),(62 8954056),(63 9202049),(64 9476035),(65 9741148),(66 9982781),(67 10140497),(68 10172909),(69 10037093),(70 9788154),(71 9497310),(72 9378195),(73 9449560),(74 9671686),(75 9948096),(76 10209537),(77 10381819),(78 10477233),(79 10450561),
(1 219140.3),(2 793558),(3 1569537),(4 2392756.5),(5 3167033.8),(6 3856007),(7 4471135.5),(8 5091033),(9 5770232.5),(10 6611373.5),(11 7606416.5),(12 8628176),(13 9507717),(14 10143700),(15 10436614),(16 10387414),(17 10136044),(18 9864144),(19 9732313),(20 9870758),(21 10253723),(22 10772317),(23 11291116),(24 11649155),(25 11783356),(26 11721059),(27 11543768),(28 11394236),(29 11376419),(30 11521392),(31 11770824),(32 12049768),(33 12272155),(34 12376743),(35 12355007),(36 12192337),(37 11933109),(38 11622523),(39 11304552),(40 11001164),(41 10761877),(42 10626239),(43 10577337),(44 10627983),(45 10738938),(46 10872828),(47 11012505),(48 11120433),(49 11150557),(50 11056109),(51 10847271),(52 10509477),(53 10066541),(54 9540263),(55 8995756),(56 8455142),(57 7975384),(58 7688394.5),(59 7622844),(60 7743413.5),(61 7963447.5),(62 8204491.5),(63 8397555),(64 8563387),(65 8666771),(66 8739579),(67 8740620),(68 8643654),(69 8460184),(70 8245465.5),(71 8026766),(72 7937472),(73 7979529.5),(74 8159102),(75 8387767.5),(76 8586556),(77 8718224),(78 8773027),(79 8792282),
(1 206114.4),(2 738920),(3 1443396.8),(4 2171899.3),(5 2852521.3),(6 3495703.3),(7 4140792.3),(8 4761845),(9 5348512),(10 5928434.5),(11 6570296.5),(12 7257516),(13 7904009.5),(14 8409141),(15 8635779),(16 8535771),(17 8213739.5),(18 7857120),(19 7637155),(20 7636311),(21 7834653),(22 8098113.5),(23 8285911),(24 8293007.5),(25 8102566),(26 7783978),(27 7469118.5),(28 7258244),(29 7253387.5),(30 7454587),(31 7775260),(32 8080489.5),(33 8232779),(34 8207407.5),(35 8015710.5),(36 7727761.5),(37 7448491),(38 7242457),(39 7141194),(40 7123963),(41 7159803),(42 7239032.5),(43 7314974.5),(44 7392905.5),(45 7469491),(46 7536199.5),(47 7626121.5),(48 7765158),(49 7913752.5),(50 8037418),(51 8108509.5),(52 8126185),(53 8113399),(54 8058359.5),(55 7984161.5),(56 7882916.5),(57 7774995),(58 7716642.5),(59 7731726),(60 7807533),(61 7950510),(62 8127088),(63 8288395.5),(64 8438855),(65 8538418),(66 8600570),(67 8609348),(68 8555898),(69 8425477),(70 8268411),(71 8075979),(72 7941684),(73 7897581),(74 7894054),(75 7888128),(76 7866357),(77 7830094),(78 7828231),(79 7844905.5),
(1 214506.19),(2 764129.25),(3 1469791.4),(4 2178536.3),(5 2813176.3),(6 3402282.5),(7 3996358.5),(8 4578026),(9 5104007.5),(10 5593070.5),(11 6063757.5),(12 6505975.5),(13 6882868.5),(14 7120128.5),(15 7087783),(16 6777447),(17 6284726.5),(18 5828604),(19 5584898),(20 5633887.5),(21 5890050),(22 6172967),(23 6348544),(24 6352912.5),(25 6230313),(26 6066007.5),(27 5970377.5),(28 5999264),(29 6173428.5),(30 6466982),(31 6803609.5),(32 7121796),(33 7322644.5),(34 7359129),(35 7229039.5),(36 6979513.5),(37 6692879.5),(38 6434534),(39 6249924),(40 6131794.5),(41 6063707.5),(42 6031076.5),(43 5983662.5),(44 5937358.5),(45 5932832),(46 5957566.5),(47 6016381.5),(48 6132473.5),(49 6312530.5),(50 6549123),(51 6792307),(52 6997431),(53 7107540),(54 7093680.5),(55 6978590),(56 6786060),(57 6586702),(58 6456310.5),(59 6452901),(60 6551651),(61 6715751.5),(62 6857740),(63 6908989),(64 6944948),(65 7049463),(66 7250638),(67 7461107),(68 7597883),(69 7583531.5),(70 7443411),(71 7234742.5),(72 7043558.5),(73 6931380),(74 6926232.5),(75 6967545.5),(76 7020522),(77 7033799.5),(78 7019775.5),(79 6977344),
(1 209371.6),(2 744904.56),(3 1420637),(4 2067413.6),(5 2617002.3),(6 3112843.5),(7 3625572.3),(8 4140871),(9 4616590),(10 5027246),(11 5401359.5),(12 5746320.5),(13 6047033),(14 6243676.5),(15 6229405),(16 5971179.5),(17 5560038),(18 5178221),(19 4973658.5),(20 5000291.5),(21 5186122.5),(22 5395745),(23 5527302.5),(24 5550297),(25 5512395.5),(26 5495482),(27 5569896.5),(28 5751503.5),(29 5993069),(30 6216423.5),(31 6345262),(32 6381408),(33 6338936.5),(34 6248852.5),(35 6128943),(36 6019410.5),(37 5948330),(38 5914257),(39 5894653.5),(40 5874700.5),(41 5834628.5),(42 5808335),(43 5802938),(44 5807353),(45 5821970),(46 5886751),(47 6012063),(48 6180267.5),(49 6375623.5),(50 6612199.5),(51 6860432.5),(52 7107477.5),(53 7270471),(54 7289229.5),(55 7180044),(56 6967453.5),(57 6735046.5),(58 6585346.5),(59 6548246),(60 6608465),(61 6713421),(62 6801702),(63 6814276.5),(64 6786457),(65 6805519.5),(66 6977193.5),(67 7233393),(68 7410175),(69 7413100),(70 7200916.5),(71 6866258.5),(72 6549422),(73 6293406),(74 6120270),(75 5999341),(76 5935487),(77 5869512.5),(78 5758219.5),(79 5613191),
(1 187374.69),(2 654069.44),(3 1221524.5),(4 1748686.1),(5 2193781),(6 2612463),(7 3062014.3),(8 3537073.5),(9 3998857.8),(10 4425759.5),(11 4793267),(12 5098473.5),(13 5337054.5),(14 5499891),(15 5531329.5),(16 5392459.5),(17 5156783),(18 4964768),(19 4907353.5),(20 4979488),(21 5075242.5),(22 5082900.5),(23 4999823),(24 4882629.5),(25 4817172.5),(26 4857159.5),(27 5013715.5),(28 5246309.5),(29 5485592),(30 5673871),(31 5748802.5),(32 5710554),(33 5604815),(34 5500074.5),(35 5426360),(36 5414910),(37 5441447),(38 5475637),(39 5475137.5),(40 5418812.5),(41 5319487),(42 5227487.5),(43 5175755),(44 5195613.5),(45 5276738),(46 5385667),(47 5500853),(48 5604276.5),(49 5684120.5),(50 5746461),(51 5818292.5),(52 5883524.5),(53 5931006),(54 5926563),(55 5900642.5),(56 5853309),(57 5796022),(58 5766854.5),(59 5772590.5),(60 5781643),(61 5809952.5),(62 5835098.5),(63 5861216),(64 5956502.5),(65 6143741.5),(66 6387430.5),(67 6595936.5),(68 6678358),(69 6585863),(70 6347402.5),(71 6009648),(72 5723983.5),(73 5559689.5),(74 5461304.5),(75 5363471.5),(76 5216216.5),(77 5038194.5),(78 4892801.5),(79 4812945.5),
(1 175183.86),(2 590679.25),(3 1050727.9),(4 1426225.6),(5 1720068.6),(6 2017427.6),(7 2401256.8),(8 2834980.5),(9 3201056.3),(10 3448310.8),(11 3658022.3),(12 3878939.3),(13 4097922.8),(14 4272046),(15 4309360.5),(16 4177366.8),(17 4005147.3),(18 3956926),(19 4097697.5),(20 4337905),(21 4533571.5),(22 4578719.5),(23 4488994),(24 4371667.5),(25 4328968),(26 4396882),(27 4557575.5),(28 4742021),(29 4883520),(30 4951719),(31 4943991.5),(32 4884377),(33 4800923),(34 4726150.5),(35 4683196.5),(36 4681646.5),(37 4700805),(38 4708141.5),(39 4671977.5),(40 4560616.5),(41 4393690),(42 4234482.5),(43 4136815),(44 4138373.3),(45 4230913),(46 4380554.5),(47 4554614),(48 4702101),(49 4800547),(50 4876994),(51 4938725),(52 4996390.5),(53 5036754),(54 5057526.5),(55 5062726),(56 5045932.5),(57 5035688.5),(58 5059692.5),(59 5099200.5),(60 5098240),(61 5031891),(62 4970839.5),(63 4945737.5),(64 5036371),(65 5189313),(66 5363338.5),(67 5441088),(68 5380238.5),(69 5198035.5),(70 5001115.5),(71 4833158.5),(72 4725893),(73 4665903.5),(74 4620124),(75 4550484),(76 4459444),(77 4368540),(78 4301141),(79 4293622.5),
(1 171072.97),(2 575736.25),(3 1015435.56),(4 1365670.1),(5 1633838.8),(6 1891859),(7 2229959.8),(8 2617843.5),(9 2952467.3),(10 3154372.3),(11 3239883.8),(12 3324054),(13 3487032.3),(14 3701760.8),(15 3862198.8),(16 3880668.5),(17 3808035),(18 3781702),(19 3893619),(20 4076129),(21 4215728.5),(22 4249789),(23 4203262.5),(24 4156597.8),(25 4169235.5),(26 4226655),(27 4282425.5),(28 4278617),(29 4217447.5),(30 4137197.5),(31 4100927),(32 4124625.5),(33 4165984.5),(34 4188852.3),(35 4172355.5),(36 4139982.5),(37 4116979.5),(38 4088375.8),(39 4032347.5),(40 3950996),(41 3874132.8),(42 3815706.5),(43 3774590.5),(44 3775813.3),(45 3814656.5),(46 3849367.3),(47 3878250),(48 3898100.5),(49 3920918),(50 3970318.8),(51 4017178),(52 4026182),(53 3990696.8),(54 3938901.8),(55 3870043.8),(56 3845143.8),(57 3865821.5),(58 3881228),(59 3857636),(60 3861892),(61 3938148),(62 4012931),(63 4059621.8),(64 4084055.8),(65 4175334.3),(66 4279728.5),(67 4354240.5),(68 4355440),(69 4283887.5),(70 4187896.3),(71 4169396.8),(72 4188625.5),(73 4201266),(74 4182595),(75 4144713.3),(76 4090437.3),(77 4058331.5),(78 4083948),(79 4163211.3),
(1 157590.5),(2 516692.13),(3 877825),(4 1125409.6),(5 1297874.5),(6 1481800.1),(7 1748306.5),(8 2036254.3),(9 2263234.5),(10 2421460.5),(11 2487947.8),(12 2508047.5),(13 2548252.8),(14 2621062.3),(15 2670517.5),(16 2648670),(17 2609141),(18 2656575.8),(19 2812968.5),(20 3007381.8),(21 3162732.3),(22 3247155.5),(23 3302690),(24 3385082.3),(25 3518861),(26 3657464.3),(27 3761232.3),(28 3804685.8),(29 3809920),(30 3820053),(31 3852066.5),(32 3919027.5),(33 4018201.8),(34 4109877.3),(35 4143493),(36 4112450.8),(37 4026093.8),(38 3898203.8),(39 3754119),(40 3624180.5),(41 3544081),(42 3535152),(43 3556641.5),(44 3578621.8),(45 3622987),(46 3659436),(47 3678240),(48 3686182),(49 3713110),(50 3763376.8),(51 3806851.5),(52 3789920.5),(53 3699432),(54 3609625.5),(55 3534356.3),(56 3474588.3),(57 3517095),(58 3617198.3),(59 3653280.5),(60 3581596),(61 3554026.8),(62 3625810.8),(63 3708539.5),(64 3753064.5),(65 3694079.5),(66 3643736),(67 3637790.3),(68 3685754.5),(69 3742271.3),(70 3789807.5),(71 3767091),(72 3739771.5),(73 3657368.5),(74 3569268),(75 3558023),(76 3645113.3),(77 3751998.5),(78 3785539),(79 3755166),
(1 145496.2),(2 469152.75),(3 783235.3),(4 998625.6),(5 1171850),(6 1385997),(7 1703944.4),(8 2041463.6),(9 2271043),(10 2385989.3),(11 2416182.3),(12 2440480.8),(13 2545049),(14 2705210.3),(15 2819545),(16 2804013.5),(17 2729833),(18 2724351.3),(19 2827337.5),(20 2967698.3),(21 3056453.3),(22 3087696),(23 3097834.8),(24 3153172.3),(25 3254115),(26 3343161.5),(27 3395788.8),(28 3396224.3),(29 3381572.5),(30 3397016.8),(31 3457957),(32 3522276.8),(33 3585346.3),(34 3622295.8),(35 3623079.3),(36 3606492.8),(37 3592693.5),(38 3592841),(39 3587984),(40 3591885.8),(41 3608667.3),(42 3633049),(43 3652452.8),(44 3656125.5),(45 3650101.3),(46 3641928.8),(47 3621710.8),(48 3592539.3),(49 3571910.5),(50 3580094.3),(51 3601213),(52 3593418.8),(53 3536444.5),(54 3461880.5),(55 3387149.5),(56 3354593.3),(57 3343597),(58 3297188),(59 3226552.5),(60 3202037.5),(61 3242023.8),(62 3278980.8),(63 3263124.8),(64 3219142),(65 3204873.5),(66 3229837.3),(67 3273316.3),(68 3344696.3),(69 3431321.3),(70 3517132),(71 3566806.5),(72 3519404.5),(73 3428553.3),(74 3377778.3),(75 3411807.5),(76 3520295),(77 3642026),(78 3701530.8),(79 3711801.5),
(1 154996.86),(2 496222.13),(3 814952.4),(4 1023692.1),(5 1182803.4),(6 1372135.8),(7 1637067.3),(8 1921646.1),(9 2125439.8),(10 2225265.8),(11 2269015.3),(12 2311630),(13 2418988.8),(14 2572177.3),(15 2682116),(16 2672486.8),(17 2621427.5),(18 2648963.3),(19 2757801.5),(20 2866782),(21 2913973),(22 2912393.5),(23 2931726.8),(24 3022715.5),(25 3152132),(26 3251614.8),(27 3284135.8),(28 3267029.3),(29 3250573.8),(30 3284150.5),(31 3367225.5),(32 3451394.3),(33 3519895.8),(34 3577911),(35 3633926),(36 3668596),(37 3671228.3),(38 3646767),(39 3628428.3),(40 3626209),(41 3634150.5),(42 3631801.5),(43 3606795.8),(44 3568815.5),(45 3554798.8),(46 3540846.3),(47 3514806),(48 3513390.8),(49 3536258.8),(50 3559934.8),(51 3545790.8),(52 3482881.5),(53 3405217.3),(54 3349274.8),(55 3345356),(56 3373952),(57 3427419),(58 3451299.8),(59 3414971.5),(60 3350732.3),(61 3348526),(62 3352716.5),(63 3268957.5),(64 3129762.3),(65 3007436.3),(66 2985173.5),(67 3040785),(68 3128362),(69 3179930.8),(70 3204239.8),(71 3202339.8),(72 3192296.5),(73 3166197),(74 3189467.5),(75 3285751.5),(76 3381694.5),(77 3401485),(78 3364030.3),(79 3359438.3),
(1 154609.13),(2 492490.16),(3 797107.25),(4 983904.7),(5 1122239.5),(6 1298159.3),(7 1521397.1),(8 1721981.6),(9 1859978),(10 1959939.1),(11 1989655.1),(12 2031567.1),(13 2181594.3),(14 2392239.8),(15 2533722.3),(16 2512483),(17 2419532),(18 2412122.8),(19 2525427.5),(20 2647761.3),(21 2660055.5),(22 2610367.8),(23 2608251),(24 2725708.5),(25 2893053),(26 2996974.5),(27 3012132),(28 2982922.8),(29 2970223.5),(30 2995501),(31 3053801.8),(32 3119845.5),(33 3183031.8),(34 3237781.5),(35 3293409),(36 3348774.3),(37 3395130.5),(38 3425091.3),(39 3428398.3),(40 3415784.3),(41 3400298),(42 3398979.5),(43 3382797.3),(44 3367310.8),(45 3390420.8),(46 3452719.5),(47 3483130.5),(48 3479489.8),(49 3454906.8),(50 3408074.8),(51 3343485.8),(52 3249289.8),(53 3129887.3),(54 3025556),(55 2939879),(56 2947559.3),(57 3007190.8),(58 2979401),(59 2886696.3),(60 2860493.8),(61 2894505),(62 2882378.3),(63 2801442),(64 2697945.8),(65 2651916),(66 2707036.8),(67 2765461),(68 2767204.5),(69 2723733),(70 2690319.3),(71 2717881.8),(72 2759842.5),(73 2756893.3),(74 2770512),(75 2847549.8),(76 2938011),(77 2935403.8),(78 2867888.8),(79 2847749),
(1 121979.805),(2 376419.34),(3 593070.7),(4 717993),(5 815663.2),(6 967369.5),(7 1165008.1),(8 1320717.6),(9 1410705.6),(10 1493599),(11 1582614.8),(12 1648378),(13 1729229.6),(14 1863047.3),(15 1984285.6),(16 2012514),(17 2016124.9),(18 2067611.5),(19 2153131.3),(20 2223444),(21 2242800),(22 2253771.8),(23 2312888.3),(24 2433228.8),(25 2553578.8),(26 2612742),(27 2627561.5),(28 2638318.3),(29 2686711),(30 2755949.5),(31 2815400.3),(32 2835246.3),(33 2844567),(34 2863426.5),(35 2882606.5),(36 2883826.5),(37 2873063),(38 2857132.8),(39 2839902.3),(40 2816497.3),(41 2777189.5),(42 2730858.5),(43 2692004.5),(44 2669838.5),(45 2663292.5),(46 2674132),(47 2698470),(48 2711775.5),(49 2671097.8),(50 2575719),(51 2472984),(52 2402985.8),(53 2350932.3),(54 2300942.5),(55 2279031.3),(56 2274544.8),(57 2286525.8),(58 2292263),(59 2255052.3),(60 2244189.5),(61 2284839.3),(62 2302609),(63 2287761.8),(64 2306132.8),(65 2335094.3),(66 2383693),(67 2421746.5),(68 2409039),(69 2350732.3),(70 2326010.3),(71 2366303.3),(72 2442201),(73 2457043.3),(74 2463438),(75 2505470.3),(76 2538839.8),(77 2533543.3),(78 2527890.8),(79 2566187),
(1 122234.58),(2 364790.44),(3 553343.75),(4 656615.4),(5 761238.3),(6 927477),(7 1116297.6),(8 1242483.3),(9 1289453.3),(10 1326269.5),(11 1350116.1),(12 1393869.4),(13 1494269.5),(14 1602501.5),(15 1656546.3),(16 1643254.8),(17 1653162.1),(18 1757220.6),(19 1916662),(20 2014600.4),(21 2005909.5),(22 1989558.9),(23 2063006.3),(24 2194264),(25 2285779.5),(26 2301162.8),(27 2301967.5),(28 2335932.8),(29 2405167),(30 2463276.5),(31 2488050.3),(32 2486920),(33 2481922.8),(34 2478274.5),(35 2467951.8),(36 2443729.5),(37 2416729.5),(38 2396192.5),(39 2386499),(40 2379882.8),(41 2389745.8),(42 2419064.3),(43 2444139),(44 2453566.5),(45 2446155.8),(46 2406308.5),(47 2338289.3),(48 2294524.5),(49 2274276.5),(50 2254015),(51 2237545.8),(52 2216744.5),(53 2192148.5),(54 2173681.3),(55 2142244.5),(56 2132881),(57 2136581),(58 2124606.5),(59 2096180.6),(60 2098741),(61 2137992),(62 2115212),(63 2058374),(64 2029145.6),(65 2039578.6),(66 2083839.1),(67 2076001.3),(68 2031188.3),(69 2010030.3),(70 2032398.9),(71 2074768.8),(72 2077188.6),(73 2010271.9),(74 1970984.1),(75 2014752.1),(76 2072272.8),(77 2088923),(78 2112734.3),(79 2180987.5),
(1 130812.53),(2 393398.44),(3 597700.2),(4 708306.75),(5 817964.25),(6 983296.8),(7 1149686.1),(8 1243184.5),(9 1268327.6),(10 1328108.3),(11 1376983.9),(12 1371177.3),(13 1392504.5),(14 1481517.4),(15 1559641.6),(16 1582434.5),(17 1623843.4),(18 1732196.8),(19 1860939.5),(20 1944273.6),(21 1964523.9),(22 1971461),(23 2019708.1),(24 2088388.3),(25 2110413.5),(26 2086505.4),(27 2078363.8),(28 2124791),(29 2190770.3),(30 2226048.5),(31 2220160.3),(32 2219249),(33 2254147.3),(34 2308669),(35 2334271.5),(36 2323301.8),(37 2293764),(38 2259764.3),(39 2218913.8),(40 2173177.5),(41 2150666.8),(42 2163999),(43 2194508.5),(44 2217208.8),(45 2223869.5),(46 2207532.5),(47 2151563.5),(48 2100150.5),(49 2101161),(50 2126045.3),(51 2143320.8),(52 2109674.5),(53 2019196.8),(54 1933946.9),(55 1894005),(56 1871314.5),(57 1878777.1),(58 1901958.8),(59 1917378.9),(60 1944581),(61 1972267.4),(62 1978074.3),(63 1988592.5),(64 2017315.4),(65 2030308.6),(66 2049297.8),(67 2048037),(68 2013620.3),(69 2009056.1),(70 2035162.5),(71 2049684.8),(72 2034939.8),(73 1994651.9),(74 1980868.3),(75 2001213.9),(76 2013671.6),(77 2020247.9),(78 2061683.8),(79 2130407.5),
(1 130521.7),(2 390638.94),(3 589293.06),(4 699934.8),(5 823026.1),(6 992736.3),(7 1135908.5),(8 1170437.3),(9 1138717.3),(10 1151849.8),(11 1211037),(12 1239593),(13 1270269.8),(14 1355804.1),(15 1427772.5),(16 1436871.1),(17 1468853.8),(18 1580484.1),(19 1700309.5),(20 1743271.6),(21 1731399.8),(22 1765757),(23 1871790.5),(24 1952836.6),(25 1935241.1),(26 1867433.1),(27 1854474.9),(28 1911407.6),(29 1974224.8),(30 1987250.5),(31 1974945.8),(32 1983661),(33 2015846.1),(34 2037467.3),(35 2033127.4),(36 2018474.3),(37 2011528.6),(38 2010424.3),(39 1993264),(40 1963763.6),(41 1938771),(42 1936918.5),(43 1950380),(44 1958955.8),(45 1952504.6),(46 1932617.8),(47 1919973.8),(48 1908854.3),(49 1885596.6),(50 1866774.1),(51 1859990.3),(52 1840675.8),(53 1771079),(54 1686945),(55 1646182.1),(56 1656582.5),(57 1703729.5),(58 1742592),(59 1762130.1),(60 1795230.6),(61 1814805.9),(62 1787819.6),(63 1798336.8),(64 1857839.4),(65 1859694.1),(66 1858256.3),(67 1844291),(68 1832732),(69 1868561.1),(70 1922639.3),(71 1910702.5),(72 1879893.8),(73 1858753.9),(74 1910059.8),(75 1966440.4),(76 1939478.3),(77 1875550.3),(78 1864782.6),(79 1910829.1),
(1 123352.9),(2 362998.6),(3 547408.7),(4 663536.9),(5 795995),(6 965958.4),(7 1104174.9),(8 1136974.3),(9 1131231.4),(10 1185104.8),(11 1246970),(12 1265801.4),(13 1270271.3),(14 1322588.1),(15 1391050.6),(16 1419886.5),(17 1457090.9),(18 1534094.6),(19 1603941.4),(20 1625594.3),(21 1639131),(22 1688010.1),(23 1754990),(24 1784512),(25 1758682.3),(26 1725461),(27 1753863.5),(28 1815628.8),(29 1845640.4),(30 1821118.6),(31 1794024.4),(32 1803187),(33 1826676.6),(34 1823210.6),(35 1794661.5),(36 1776226.6),(37 1782531.8),(38 1797566.9),(39 1792674.9),(40 1764121.4),(41 1730166),(42 1708511.6),(43 1685975.1),(44 1703491.5),(45 1725875.9),(46 1738302.8),(47 1743741.4),(48 1765505.8),(49 1774683.8),(50 1753567.6),(51 1727387.5),(52 1676050.5),(53 1617175.5),(54 1563571.3),(55 1534326),(56 1555075.5),(57 1612143.3),(58 1690988.3),(59 1751663.6),(60 1754991.1),(61 1688665.6),(62 1645998.9),(63 1662833.3),(64 1702030.6),(65 1713814.3),(66 1726039.6),(67 1739080.4),(68 1754914.9),(69 1784503.9),(70 1796941.4),(71 1791761.6),(72 1806453.8),(73 1835276.6),(74 1849686.8),(75 1831031.1),(76 1792931),(77 1766789.4),(78 1748239.3),(79 1729446.6),
